,ProjectID,Project Summary,Scope and Deliverables,Theme_x,Products Involved,Required Skills and Expertise,Customer Preferences (Certifications),Integration Requirements (Expertise Areas),Customer Industry,Work Location_x,Work Flexibility_x,Languages Required,Complexity,Effort,Requested End,EmployeeID,Role Name,Role Description,Theme_y,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location_y,Work Flexibility_y,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership,Product Match Score,Location Match Score,Language Match Score,Industry Match Score,Skill Match Score,Certification Match Score,Expertise Match Score,Job Description Match Score,Cultural Awareness Score,Problem Solving Score,Leadership Score,Availability Score,Available,Product Match Score Weighted,Location Match Score Weighted,Language Match Score Weighted,Industry Match Score Weighted,Skill Match Score Weighted,Certification Match Score Weighted,Expertise Match Score Weighted,Job Description Match Score Weighted,Cultural Awareness Score Weighted,Problem Solving Score Weighted,Leadership Score Weighted,Final Score
194,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E15,Pre-Sales Engineer,Prepares technical demos and solution proposals for prospects.,Sales,['CRM Pro'],"{'CRM Integration': 6, 'Negotiation': 5, 'Client Management': 10, 'Customer Relationship Management': 10}",['CRM Specialist Certification'],"['Sales Pipeline Automation', 'CRM Integration']","['Retail', 'Finance', 'Education']",London,onsite,{'Italian': 'B2'},2025-06-08,40,7,10,3,0.0,1.0,0.0,1.0,0.33,0.0,0.0,0.0,0.7,1.0,0.3,1.0,1,0.0,1.0,0.0,0.8,0.66,0.0,0.0,0.0,0.35,0.5,0.15,3.46
183,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E4,HR Business Partner,Collaborates with leadership to align HR strategy.,HR,"['HRIS Plus', 'Onboarding Suite']","{'Communication Skills': 9, 'Digital HR': 8, 'Organizational Development': 5, 'Talent Management': 6}","['HR Analytics Certification', 'SHRM-CP']","['HRIS Systems', 'Organizational Development Systems']","['Finance', 'Healthcare']",Vienna,hybrid,"{'English': 'C1', 'Italian': 'B2', 'French': 'B1'}",2025-05-29,20,2,4,6,0.0,1.0,0.92,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6,1.0,1,0.0,1.0,0.92,0.8,0.0,0.0,0.0,0.0,0.1,0.2,0.3,3.32
195,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E16,Data Analyst,Analyzes data and delivers business insights.,Technical,['IntegrationHub'],"{'IT Infrastructure': 6, 'Data Analysis': 5, 'Cloud Services': 10, 'Workflow Automation': 9, 'API Development': 8}",['ISO 27001'],"['Cybersecurity', 'Networking']","['Retail', 'Education', 'Healthcare']",Berlin,remote,"{'Italian': 'B2', 'English': 'B2', 'French': 'B1'}",2025-06-09,40,7,9,9,0.0,1.0,0.92,0.0,0.0,0.0,0.0,0.0,0.7,0.9,0.9,1.0,1,0.0,1.0,0.92,0.0,0.0,0.0,0.0,0.0,0.35,0.45,0.45,3.1700000000000004
187,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E8,Corporate Trainer,Designs and delivers employee training programs.,HR,"['HRIS Plus', 'Employee Experience Platform']","{'Talent Management': 9, 'Digital HR': 10}","['PMP', 'SHRM-CP']",['Organizational Development Systems'],"['Manufacturing', 'Retail']",Berlin,hybrid,"{'German': 'A1', 'English': 'B1'}",2025-06-03,20,10,10,8,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1.0,1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,2.9
197,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E18,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,['Print2.0'],"{'Data Analysis': 6, 'API Development': 8, 'Workflow Automation': 4, 'Cloud Services': 10, 'IT Infrastructure': 6}",['Microsoft Azure Certification'],['API Integration'],['Manufacturing'],London,remote,{'French': 'C2'},2025-06-19,30,6,7,10,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.7,1.0,1.0,1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.35,0.5,2.65
188,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E9,IT Systems Engineer,Maintains and optimizes internal IT infrastructure.,Technical,"['IntegrationHub', 'Print2.0', 'Workflow2000']","{'API Development': 6, 'IT Infrastructure': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cloud Infrastructure', 'Scripting']","['Retail', 'Education']",Berlin,onsite,"{'French': 'B2', 'German': 'C2'}",2025-06-06,30,7,1,5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.5,1.0,1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.35,0.05,0.25,2.1500000000000004
182,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E3,Legal Counsel,Provides legal support for contracts and compliance.,Legal,"['Contract Manager Pro', 'Regulatory Tracker', 'Compliance Suite']","{'Regulatory Knowledge': 4, 'Document Review': 8, 'Compliance Documentation': 7}",['Certified Compliance Officer'],"['Document Archiving', 'Contract Management Systems']",['Retail'],Berlin,onsite,{'Italian': 'C2'},2025-05-31,40,2,8,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.3,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.15,1.65
191,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E12,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,['Strategy Kit'],"{'Project Management': 9, 'Change Management': 10}","['Agile Practitioner', 'PMP']","['Business Workflow Optimization', 'Strategic Planning']",['Healthcare'],Berlin,onsite,{'French': 'B1'},2025-06-10,20,9,2,1,0.0,1.0,0.42,0.0,0.33,0.0,0.0,0.0,0.9,0.2,0.1,0.98,0,0.0,1.0,0.42,0.0,0.66,0.0,0.0,0.0,0.45,0.1,0.05,2.68
180,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E1,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,"['CloudSuite', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 8, 'API Development': 10, 'Data Analysis': 9}",['ISO 27001'],['Networking'],['Retail'],London,remote,"{'French': 'C1', 'English': 'C2', 'German': 'A2'}",2025-06-19,20,7,7,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.05,2.75
185,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E6,Legal Counsel,Provides legal support for contracts and compliance.,Legal,"['Compliance Suite', 'Contract Manager Pro']","{'Regulatory Knowledge': 8, 'Compliance Documentation': 5}","['Certified Compliance Officer', 'Contract Law Certification']",['Contract Management Systems'],"['Healthcare', 'Finance', 'Retail']",Berlin,hybrid,"{'German': 'B1', 'Italian': 'B1', 'English': 'A2'}",2025-05-22,10,10,8,6,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.6,0.68,0,0.0,1.0,0.5,0.8,0.0,0.0,0.0,0.0,0.5,0.4,0.3,3.4999999999999996
189,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E10,Project Manager,Oversees project delivery and coordinates cross-functional teams.,Consulting,"['Strategy Kit', 'ERP Migration Tool']","{'Business Analysis': 6, 'Strategic Planning': 9, 'Change Management': 6, 'Project Management': 10}","['Agile Practitioner', 'PMP']",['Strategic Planning'],['Manufacturing'],Vienna,remote,{'English': 'A1'},2025-05-23,10,8,5,10,0.0,1.0,0.42,0.0,0.3,0.0,0.0,0.0,0.8,0.5,1.0,0.67,0,0.0,1.0,0.42,0.0,0.6,0.0,0.0,0.0,0.4,0.25,0.5,3.17
181,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E2,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,['Print2.0'],"{'Workflow Automation': 8, 'Data Analysis': 4}","['ISO 27001', 'Microsoft Azure Certification']",['Cybersecurity'],"['Finance', 'Healthcare']",London,onsite,"{'French': 'C2', 'English': 'A2', 'Italian': 'B1'}",2025-05-31,10,10,4,9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.9,0.59,0,0.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.5,0.2,0.45,3.95
184,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E5,Legal Counsel,Provides legal support for contracts and compliance.,Legal,['Contract Manager Pro'],"{'Document Review': 8, 'Regulatory Knowledge': 4, 'Contract Management': 7}",['GDPR Certification'],"['Document Archiving', 'Regulatory Compliance Tools']",['Education'],London,remote,"{'Italian': 'A2', 'German': 'A2'}",2025-06-12,10,4,10,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.4,0.47,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.2,1.9
199,P10,Launch digital marketing portal,"Create website, SEO, lead funnels",Marketing,['Social Media Manager'],"{'SEO Optimization': 8, 'Copywriting': 8, 'Campaign Mnaagement': 7}",['Digital Marketing Certification'],['SEO Optimization'],Finance,Berlin,remote,"{'nEglish': 'A2', 'rFench': 'B2'}",10,140,2025-07-28,E20,Sales Account Manager,Manages customer accounts and drives sales processes.,Sales,"['Loyalty CRM', 'SalesForce Light']","{'Customer Relationship Management': 5, 'Negotiation': 6, 'Client Management': 5}",['Certified Sales Professional (CSP)'],['Sales Pipeline Automation'],"['Healthcare', 'Retail', 'Education']",London,onsite,{'French': 'B1'},2025-06-13,10,8,6,8,0.0,1.0,0.42,0.0,0.27,0.0,0.0,0.0,0.8,0.6,0.8,0.46,0,0.0,1.0,0.42,0.0,0.54,0.0,0.0,0.0,0.4,0.3,0.4,3.0599999999999996
215,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E16,Data Analyst,Analyzes data and delivers business insights.,Technical,['IntegrationHub'],"{'IT Infrastructure': 6, 'Data Analysis': 5, 'Cloud Services': 10, 'Workflow Automation': 9, 'API Development': 8}",['ISO 27001'],"['Cybersecurity', 'Networking']","['Retail', 'Education', 'Healthcare']",Berlin,remote,"{'Italian': 'B2', 'English': 'B2', 'French': 'B1'}",2025-06-09,40,7,9,9,0.0,1.0,0.94,1.0,1.0,0.0,0.5,0.051,0.7,0.9,0.9,1.0,1,0.0,1.0,0.94,0.8,2.0,0.0,1.0,0.102,0.35,0.45,0.45,7.0920000000000005
200,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E1,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,"['CloudSuite', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 8, 'API Development': 10, 'Data Analysis': 9}",['ISO 27001'],['Networking'],['Retail'],London,remote,"{'French': 'C1', 'English': 'C2', 'German': 'A2'}",2025-06-19,20,7,7,1,0.0,1.0,0.67,0.0,0.86,0.0,0.5,0.039,0.7,0.7,0.1,1.0,1,0.0,1.0,0.67,0.0,1.72,0.0,1.0,0.078,0.35,0.35,0.05,5.217999999999999
217,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E18,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,['Print2.0'],"{'Data Analysis': 6, 'API Development': 8, 'Workflow Automation': 4, 'Cloud Services': 10, 'IT Infrastructure': 6}",['Microsoft Azure Certification'],['API Integration'],['Manufacturing'],London,remote,{'French': 'C2'},2025-06-19,30,6,7,10,0.5,1.0,0.33,0.0,1.0,0.0,0.0,0.036,0.6,0.7,1.0,1.0,1,0.5,1.0,0.33,0.0,2.0,0.0,0.0,0.072,0.3,0.35,0.5,5.052
208,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E9,IT Systems Engineer,Maintains and optimizes internal IT infrastructure.,Technical,"['IntegrationHub', 'Print2.0', 'Workflow2000']","{'API Development': 6, 'IT Infrastructure': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cloud Infrastructure', 'Scripting']","['Retail', 'Education']",Berlin,onsite,"{'French': 'B2', 'German': 'C2'}",2025-06-06,30,7,1,5,0.5,1.0,0.33,1.0,0.33,0.0,0.5,0.051,0.7,0.1,0.5,1.0,1,0.5,1.0,0.33,0.8,0.66,0.0,1.0,0.102,0.35,0.05,0.25,5.042
201,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E2,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,['Print2.0'],"{'Workflow Automation': 8, 'Data Analysis': 4}","['ISO 27001', 'Microsoft Azure Certification']",['Cybersecurity'],"['Finance', 'Healthcare']",London,onsite,"{'French': 'C2', 'English': 'A2', 'Italian': 'B1'}",2025-05-31,10,10,4,9,0.5,1.0,0.83,0.0,0.24,0.0,0.0,0.0,1.0,0.4,0.9,1.0,1,0.5,1.0,0.83,0.0,0.48,0.0,0.0,0.0,0.5,0.2,0.45,3.9600000000000004
212,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E13,Compliance Manager,Ensures adherence to regulations and company standards.,Legal,"['Contract Manager Pro', 'Regulatory Tracker', 'Compliance Suite']","{'Regulatory Knowledge': 9, 'Compliance Documentation': 9, 'Contract Management': 8}",['GDPR Certification'],['Document Archiving'],"['Education', 'Finance']",Vienna,onsite,"{'Italian': 'A2', 'English': 'B1', 'French': 'B2'}",2025-05-23,20,1,7,10,0.0,1.0,0.89,1.0,0.0,0.0,0.0,0.046,0.1,0.7,1.0,1.0,1,0.0,1.0,0.89,0.8,0.0,0.0,0.0,0.092,0.05,0.35,0.5,3.6820000000000004
213,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E14,Compliance Manager,Ensures adherence to regulations and company standards.,Legal,"['Compliance Suite', 'Regulatory Tracker']","{'Regulatory Knowledge': 4, 'Document Review': 6}","['GDPR Certification', 'Contract Law Certification']",['Contract Management Systems'],"['Finance', 'Education', 'Manufacturing']",London,remote,"{'Italian': 'A2', 'German': 'C2', 'English': 'B1'}",2025-06-17,40,9,10,5,0.0,1.0,0.56,1.0,0.0,0.0,0.0,0.046,0.9,1.0,0.5,1.0,1,0.0,1.0,0.56,0.8,0.0,0.0,0.0,0.092,0.45,0.5,0.25,3.6520000000000006
219,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E20,Sales Account Manager,Manages customer accounts and drives sales processes.,Sales,"['Loyalty CRM', 'SalesForce Light']","{'Customer Relationship Management': 5, 'Negotiation': 6, 'Client Management': 5}",['Certified Sales Professional (CSP)'],['Sales Pipeline Automation'],"['Healthcare', 'Retail', 'Education']",London,onsite,{'French': 'B1'},2025-06-13,10,8,6,8,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.046,0.8,0.6,0.8,1.0,1,0.0,1.0,0.33,0.8,0.0,0.0,0.0,0.092,0.4,0.3,0.4,3.3219999999999996
214,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E15,Pre-Sales Engineer,Prepares technical demos and solution proposals for prospects.,Sales,['CRM Pro'],"{'CRM Integration': 6, 'Negotiation': 5, 'Client Management': 10, 'Customer Relationship Management': 10}",['CRM Specialist Certification'],"['Sales Pipeline Automation', 'CRM Integration']","['Retail', 'Finance', 'Education']",London,onsite,{'Italian': 'B2'},2025-06-08,40,7,10,3,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.079,0.7,1.0,0.3,1.0,1,0.0,1.0,0.33,0.8,0.0,0.0,0.0,0.158,0.35,0.5,0.15,3.288
210,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E11,Sales Account Manager,Manages customer accounts and drives sales processes.,Sales,"['SalesForce Light', 'Loyalty CRM']","{'Negotiation': 9, 'Customer Relationship Management': 5, 'CRM Integration': 5, 'Client Management': 4}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['CRM Integration'],"['Education', 'Finance']",London,remote,{'German': 'B1'},2025-05-25,40,9,8,10,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.046,0.9,0.8,1.0,1.0,1,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.092,0.45,0.4,0.5,3.242
204,P11,API and system integration project,Develop middleware for integration of ERP/CRM,Technical,"['AIScan', 'Print.20']","{'Cloud Services': 10, 'Data Analysis': 9, 'IT Infrastructure': 9}",['ITIL'],"['Scripting', 'Networking']",Eudcation,Berlin,remote,"{'Fernch': 'A1', 'Italian': 'A2', 'Englsih': 'C1'}",7,30,2025-07-19,E5,Legal Counsel,Provides legal support for contracts and compliance.,Legal,['Contract Manager Pro'],"{'Document Review': 8, 'Regulatory Knowledge': 4, 'Contract Management': 7}",['GDPR Certification'],"['Document Archiving', 'Regulatory Compliance Tools']",['Education'],London,remote,"{'Italian': 'A2', 'German': 'A2'}",2025-06-12,10,4,10,4,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.085,0.4,1.0,0.4,1.0,1,0.0,1.0,0.33,0.8,0.0,0.0,0.0,0.17,0.2,0.5,0.2,3.2
