,ProjectID,Project Summary,Scope and Deliverables,Theme_x,Products Involved,Required Skills and Expertise,Customer Preferences (Certifications),Integration Requirements (Expertise Areas),Customer Industry,Work Location_x,Work Flexibility_x,Languages Required,Complexity,EmployeeID,Role Name,Role Description,Theme_y,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location_y,Work Flexibility_y,Languages Known,Product Match Score,Location Match Score,Language Match Score,Industry Match Score,Skill Match Score,Certification Match Score,Expertise Match Score,Job Description Match Score
34,P2,Business strategy development program,Assist C-suite with market expansion strategy,Consulting,"['ERP Migration Tool', 'Business Analysis Framework']","{'Project Management': 5, 'Workflow Optimiztaion': 8, 'hCange Management': 7, 'Business Anlaysis': 9, 'Strategci Planning': 9}",['Agile Practitioner'],['ERP Systems Integration'],Education,Belrin,hybrid,"{'English': 'B1', 'Frnech': 'C2'}",4,E15,Workflow Consultant,Analyzes business processes and recommends workflow improvements.,Consulting,['Business Analysis Framework'],"{'Change Management': 8, 'Project Management': 6, 'Business Analysis': 9, 'Workflow Optimization': 7}","['Agile Practitioner', 'Business Analysis Certification']",['Strategic Planning'],"['Healthcare', 'Finance', 'Education']",London,hybrid,"{'English': 'A1', 'French': 'C1', 'German': 'B1'}",0.5,0.0,0.75,1.0,1.0,1.0,0.0,0.053
35,P2,Business strategy development program,Assist C-suite with market expansion strategy,Consulting,"['ERP Migration Tool', 'Business Analysis Framework']","{'Project Management': 5, 'Workflow Optimiztaion': 8, 'hCange Management': 7, 'Business Anlaysis': 9, 'Strategci Planning': 9}",['Agile Practitioner'],['ERP Systems Integration'],Education,Belrin,hybrid,"{'English': 'B1', 'Frnech': 'C2'}",4,E16,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,"['ERP Migration Tool', 'Strategy Kit', 'Business Analysis Framework']","{'Workflow Optimization': 9, 'Change Management': 4, 'Business Analysis': 9, 'Project Management': 5}",['Business Analysis Certification'],['Business Workflow Optimization'],"['Finance', 'Education', 'Retail']",Vienna,hybrid,"{'English': 'A2', 'German': 'C1', 'French': 'B1'}",1.0,0.0,0.67,1.0,1.0,0.0,0.0,0.05
36,P2,Business strategy development program,Assist C-suite with market expansion strategy,Consulting,"['ERP Migration Tool', 'Business Analysis Framework']","{'Project Management': 5, 'Workflow Optimiztaion': 8, 'hCange Management': 7, 'Business Anlaysis': 9, 'Strategci Planning': 9}",['Agile Practitioner'],['ERP Systems Integration'],Education,Belrin,hybrid,"{'English': 'B1', 'Frnech': 'C2'}",4,E17,Pre-Sales Engineer,Prepares technical demos and solution proposals for prospects.,Sales,['Loyalty CRM'],"{'CRM Integration': 8, 'Negotiation': 7, 'Client Management': 5, 'Customer Relationship Management': 10}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']",['Sales Pipeline Automation'],"['Finance', 'Manufacturing']",Berlin,hybrid,"{'English': 'B2', 'Italian': 'C2'}",0.0,1.0,0.5,0.0,0.9,0.0,0.0,0.0
37,P2,Business strategy development program,Assist C-suite with market expansion strategy,Consulting,"['ERP Migration Tool', 'Business Analysis Framework']","{'Project Management': 5, 'Workflow Optimiztaion': 8, 'hCange Management': 7, 'Business Anlaysis': 9, 'Strategci Planning': 9}",['Agile Practitioner'],['ERP Systems Integration'],Education,Belrin,hybrid,"{'English': 'B1', 'Frnech': 'C2'}",4,E18,Sales Account Manager,Manages customer accounts and drives sales processes.,Sales,['CRM Pro'],"{'Negotiation': 6, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],['Healthcare'],Vienna,remote,{'German': 'A1'},0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,P2,Business strategy development program,Assist C-suite with market expansion strategy,Consulting,"['ERP Migration Tool', 'Business Analysis Framework']","{'Project Management': 5, 'Workflow Optimiztaion': 8, 'hCange Management': 7, 'Business Anlaysis': 9, 'Strategci Planning': 9}",['Agile Practitioner'],['ERP Systems Integration'],Education,Belrin,hybrid,"{'English': 'B1', 'Frnech': 'C2'}",4,E19,Integration Developer,Develops integrations between Canon products and third-party systems.,Technical,['Workflow2000'],"{'API Development': 5, 'Data Analysis': 4, 'Cloud Services': 6, 'Workflow Automation': 10}",['ITIL'],"['Scripting', 'Cybersecurity']",['Retail'],Vienna,remote,"{'Italian': 'C2', 'French': 'A2'}",0.0,0.0,0.17,0.0,0.5,0.0,0.0,0.0
39,P2,Business strategy development program,Assist C-suite with market expansion strategy,Consulting,"['ERP Migration Tool', 'Business Analysis Framework']","{'Project Management': 5, 'Workflow Optimiztaion': 8, 'hCange Management': 7, 'Business Anlaysis': 9, 'Strategci Planning': 9}",['Agile Practitioner'],['ERP Systems Integration'],Education,Belrin,hybrid,"{'English': 'B1', 'Frnech': 'C2'}",4,E20,Integration Developer,Develops integrations between Canon products and third-party systems.,Technical,"['Print2.0', 'IntegrationHub', 'Workflow2000']","{'Data Analysis': 7, 'IT Infrastructure': 6, 'Workflow Automation': 10}","['Microsoft Azure Certification', 'ITIL']",['Cybersecurity'],"['Education', 'Manufacturing']",Vienna,hybrid,"{'English': 'C1', 'French': 'A1', 'Italian': 'C2'}",0.0,0.0,0.58,1.0,0.5,0.0,0.0,0.0
40,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E1,Customer Success Manager,Supports post-sales success and client satisfaction.,Sales,"['Sales Enablement Suite', 'CRM Pro', 'SalesForce Light']","{'CRM Integration': 4, 'Customer Relationship Management': 6, 'Client Management': 4}",['Certified Sales Professional (CSP)'],['Sales Pipeline Automation'],"['Manufacturing', 'Education']",London,hybrid,"{'Italian': 'A2', 'French': 'A1'}",0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
41,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E2,Sales Account Manager,Manages customer accounts and drives sales processes.,Sales,"['CRM Pro', 'Sales Enablement Suite']","{'Client Management': 5, 'Customer Relationship Management': 8, 'Negotiation': 10, 'CRM Integration': 5}",['CRM Specialist Certification'],['Client Relationship Systems'],['Finance'],Vienna,hybrid,{'Italian': 'A2'},0.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0
42,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E3,Digital Marketing Specialist,"Executes online campaigns, SEO, and branding strategies.",Marketing,['Social Media Manager'],"{'Campaign Management': 8, 'Branding': 6, 'Content Strategy': 8, 'SEO Optimization': 6, 'Copywriting': 4}","['HubSpot Marketing Certification', 'Digital Marketing Certification']","['Content Management Systems', 'SEO Optimization']",['Healthcare'],London,hybrid,"{'French': 'B1', 'Italian': 'C2', 'English': 'C1'}",0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
43,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E4,Quality Assurance Specialist,Tests systems and processes to ensure quality.,Technical,"['Print2.0', 'Workflow2000']","{'IT Infrastructure': 7, 'Data Analysis': 10, 'Workflow Automation': 4}",['ITIL'],['API Integration'],"['Healthcare', 'Retail', 'Finance']",London,remote,"{'English': 'B2', 'French': 'B2'}",1.0,0.0,0.33,1.0,0.7,0.0,0.0,0.084
44,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E5,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,['ERP Migration Tool'],"{'Change Management': 5, 'Workflow Optimization': 4, 'Strategic Planning': 5, 'Project Management': 10, 'Business Analysis': 8}","['Agile Practitioner', 'Six Sigma']",['Business Workflow Optimization'],['Education'],Berlin,remote,"{'German': 'B2', 'English': 'C1'}",0.0,0.0,0.67,0.0,0.2,0.0,0.0,0.0
45,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E6,Content Creator,"Develops written, video, and visual content for marketing.",Marketing,['Content CMS'],"{'Content Strategy': 7, 'Branding': 5, 'Campaign Management': 9}","['HubSpot Marketing Certification', 'Google Ads Certification']","['SEO Optimization', 'Social Media Integration']",['Healthcare'],London,hybrid,"{'Italian': 'A1', 'English': 'A2', 'German': 'A1'}",0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0
46,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E7,Sales Account Manager,Manages customer accounts and drives sales processes.,Sales,['SalesForce Light'],"{'CRM Integration': 8, 'Negotiation': 9}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']","['Sales Pipeline Automation', 'Client Relationship Systems']",['Manufacturing'],Vienna,hybrid,{'German': 'A1'},0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0
47,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E8,Integration Developer,Develops integrations between Canon products and third-party systems.,Technical,['AIScan'],"{'Data Analysis': 4, 'Cloud Services': 7, 'API Development': 8, 'Workflow Automation': 7}","['ISO 27001', 'ITIL']","['API Integration', 'Networking']","['Education', 'Healthcare']",London,hybrid,"{'French': 'B2', 'Italian': 'A1'}",0.0,0.0,0.11,0.0,0.85,0.0,0.5,0.034
48,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E9,Senior HR Manager,Manages HR operations and employee relations.,HR,['Employee Experience Platform'],"{'Digital HR': 7, 'Communication Skills': 6, 'Talent Management': 4}",['PMP'],"['Employee Experience Platforms', 'Organizational Development Systems']","['Retail', 'Education', 'Manufacturing']",Vienna,remote,{'German': 'C1'},0.0,0.5,0.33,1.0,0.0,0.0,0.0,0.0
49,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E10,Workflow Consultant,Analyzes business processes and recommends workflow improvements.,Consulting,"['Business Analysis Framework', 'Strategy Kit', 'ERP Migration Tool']","{'Change Management': 5, 'Business Analysis': 10}",['PMP'],"['Business Workflow Optimization', 'Strategic Planning']","['Education', 'Finance']",Berlin,hybrid,"{'French': 'C1', 'German': 'B2', 'English': 'C1'}",0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
50,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E11,Corporate Trainer,Designs and delivers employee training programs.,HR,['Onboarding Suite'],"{'Digital HR': 6, 'Organizational Development': 6, 'Communication Skills': 8, 'Talent Management': 8}",['HR Analytics Certification'],['Organizational Development Systems'],['Education'],London,remote,{'Italian': 'A2'},0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
51,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E12,Senior HR Manager,Manages HR operations and employee relations.,HR,"['HRIS Plus', 'Employee Experience Platform']","{'Digital HR': 5, 'Talent Management': 4, 'Communication Skills': 9}","['SHRM-CP', 'HR Analytics Certification']","['HRIS Systems', 'Organizational Development Systems']",['Manufacturing'],Vienna,onsite,{'French': 'C2'},0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E13,HR Business Partner,Collaborates with leadership to align HR strategy.,HR,['HRIS Plus'],"{'Communication Skills': 6, 'Talent Management': 10}",['SHRM-CP'],['Employee Experience Platforms'],"['Healthcare', 'Education']",Vienna,remote,{'English': 'A1'},0.0,0.5,0.33,0.0,0.0,0.0,0.0,0.039
53,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E14,Content Creator,"Develops written, video, and visual content for marketing.",Marketing,"['Digital Campaign Manager', 'SEO Toolkit']","{'SEO Optimization': 5, 'Branding': 10}","['HubSpot Marketing Certification', 'Digital Marketing Certification']","['Social Media Integration', 'Content Management Systems']",['Finance'],London,remote,"{'Italian': 'B1', 'German': 'A1'}",0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0
54,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E15,Workflow Consultant,Analyzes business processes and recommends workflow improvements.,Consulting,['Business Analysis Framework'],"{'Change Management': 8, 'Project Management': 6, 'Business Analysis': 9, 'Workflow Optimization': 7}","['Agile Practitioner', 'Business Analysis Certification']",['Strategic Planning'],"['Healthcare', 'Finance', 'Education']",London,hybrid,"{'English': 'A1', 'French': 'C1', 'German': 'B1'}",0.0,0.0,0.67,0.0,0.25,0.0,0.0,0.0
55,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E16,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,"['ERP Migration Tool', 'Strategy Kit', 'Business Analysis Framework']","{'Workflow Optimization': 9, 'Change Management': 4, 'Business Analysis': 9, 'Project Management': 5}",['Business Analysis Certification'],['Business Workflow Optimization'],"['Finance', 'Education', 'Retail']",Vienna,hybrid,"{'English': 'A2', 'German': 'C1', 'French': 'B1'}",0.0,1.0,0.67,1.0,0.25,0.0,0.0,0.0
56,P3,Upgrade internal IT infrastructure,"Replace old servers, migrate systems to cloud",Technical,['Print.20'],"{'APID evelopment': 7, 'Cloud Services': 8, 'Workflow Automation': 6, 'Data Analysis': 9, 'IT Infrsatructure': 6}",['Microsoft Azure Certification'],"['Networking', 'Scripting']",Retali,Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1', 'English': 'A1'}",8,E17,Pre-Sales Engineer,Prepares technical demos and solution proposals for prospects.,Sales,['Loyalty CRM'],"{'CRM Integration': 8, 'Negotiation': 7, 'Client Management': 5, 'Customer Relationship Management': 10}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']",['Sales Pipeline Automation'],"['Finance', 'Manufacturing']",Berlin,hybrid,"{'English': 'B2', 'Italian': 'C2'}",0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
