EmployeeID,Role Name,Role Description,Theme,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location,Work Flexibility,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership
E042,Content Creator,"I am a marketing professional with extensive experience in content creation and digital campaign management within the finance industry.  My expertise spans copywriting, SEO optimization, and managing content across various platforms, including CMS systems and social media. I excel at developing engaging written, video, and visual content to drive marketing initiatives and contribute significantly to project success.  I'm confident in my ability to leverage my skills to enhance our brand presence and achieve marketing goals.",Marketing,"['Content CMS', 'Digital Campaign Manager', 'Social Media Manager']","{'Campaign Management': 6, 'Copywriting': 10, 'SEO Optimization': 4}","['Google Ads Certification', 'Digital Marketing Certification']","['Content Management Systems', 'Social Media Integration']",['Finance'],London,remote,"{'English': 'C1', 'German': 'B2'}",2025-05-31,20,3,10,1
E043,Sales Account Manager,"I am a sales professional with a proven track record of success in education, healthcare, and retail, specializing in maximizing customer loyalty through CRM platforms like Loyalty CRM and CRM Pro.  My strong negotiation skills and expertise in client management allow me to build lasting relationships and drive sales growth. I'm confident in my ability to contribute significantly to projects requiring CRM integration and am eager to leverage my skills to optimize sales processes and improve customer retention.",Sales,"['Loyalty CRM', 'CRM Pro']","{'Negotiation': 7, 'CRM Integration': 4, 'Client Management': 7}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']",['CRM Integration'],"['Education', 'Healthcare', 'Retail']",Vienna,hybrid,"{'English': 'C2', 'German': 'C1', 'French': 'C1'}",2025-05-31,10,5,5,8
E044,Solutions Support Consultant,"I am a highly proficient technical specialist with extensive experience in workflow automation and API development, particularly within the IntegrationHub platform. My expertise allows me to provide seamless technical support and guidance on complex integrations, ensuring successful customer deployments and ongoing system health within the healthcare industry.  I'm adept at troubleshooting IT infrastructure challenges and leveraging cloud services to optimize solutions.  I'm eager to contribute my skills to projects requiring sophisticated API integrations and streamlined workflows.",Technical,['IntegrationHub'],"{'API Development': 10, 'Cloud Services': 4, 'Workflow Automation': 10, 'IT Infrastructure': 4}",['ITIL'],"['Scripting', 'Cloud Infrastructure']",['Healthcare'],London,hybrid,"{'Italian': 'A1', 'French': 'C2', 'German': 'B1'}",2025-05-26,10,2,5,6
E045,Digital Marketing Specialist,"I am a marketing professional with extensive experience in driving online growth for retail and finance clients, leveraging my expertise in SEO optimization and campaign management.  My skills in content strategy and copywriting, coupled with proficiency in tools like SEO Toolkits and Content CMS, allow me to develop and execute high-impact marketing campaigns. I'm confident in contributing significantly to projects requiring robust SEO, compelling content creation, and successful social media engagement.  I'm eager to collaborate and deliver measurable results.",Marketing,"['SEO Toolkit', 'Content CMS', 'Social Media Manager']","{'Content Strategy': 4, 'SEO Optimization': 10, 'Campaign Management': 10, 'Copywriting': 6}",['Digital Marketing Certification'],['Content Management Systems'],"['Retail', 'Finance']",London,remote,{'German': 'A2'},2025-06-17,40,1,7,6
E046,Solution Architect,"I am a highly proficient technical specialist with extensive experience in optimizing cloud-based solutions like CloudSuite, Print2.0, and AIScan within the education sector. My core strengths lie in workflow automation, IT infrastructure management, and advanced data analysis, allowing me to design and implement efficient, scalable systems. I excel at API development and leverage my cloud services expertise to deliver impactful results on projects requiring intricate technical solutions.  I'm eager to contribute my skills to enhance our organization's technological capabilities.",Technical,"['CloudSuite', 'Print2.0', 'AIScan']","{'API Development': 4, 'Workflow Automation': 6, 'IT Infrastructure': 6, 'Cloud Services': 5, 'Data Analysis': 9}",['ISO 27001'],"['API Integration', 'Networking']",['Education'],London,onsite,"{'Italian': 'B1', 'French': 'A1', 'German': 'C2'}",2025-06-06,10,10,1,10
E047,Legal Counsel,"I am a contract management specialist with proven experience in the manufacturing and education sectors, leveraging my expertise in Contract Manager Pro to ensure regulatory compliance.  My strong regulatory knowledge (9/10) and compliance documentation skills (8/10) allow me to provide comprehensive legal support for contract negotiation and review. I'm confident in contributing to projects requiring meticulous document review and ensuring our operations remain legally sound.",Legal,['Contract Manager Pro'],"{'Regulatory Knowledge': 9, 'Contract Management': 6, 'Compliance Documentation': 8, 'Document Review': 5}",['Certified Compliance Officer'],['Regulatory Compliance Tools'],"['Manufacturing', 'Education']",London,hybrid,"{'Italian': 'B1', 'German': 'C2'}",2025-06-01,30,8,7,7
E048,HR Business Partner,"I am a highly skilled HR professional with extensive experience in optimizing employee journeys using platforms like HRIS Plus, Onboarding Suite, and Employee Experience Platforms.  My expertise in Digital HR and Organizational Development allows me to strategically implement initiatives that enhance talent management and drive organizational effectiveness within healthcare and finance sectors.  I'm confident in my ability to contribute significantly to projects requiring strong communication and collaboration, leveraging my skills to align HR strategies with overall business goals. I'm eager to work with leadership to improve the employee experience and drive organizational success.",HR,"['HRIS Plus', 'Onboarding Suite', 'Employee Experience Platform']","{'Organizational Development': 5, 'Digital HR': 8, 'Communication Skills': 10, 'Talent Management': 6}",['PMP'],"['HRIS Systems', 'Employee Experience Platforms']","['Healthcare', 'Finance']",London,onsite,"{'English': 'A1', 'French': 'B1'}",2025-06-13,30,3,7,5
E049,Data Analyst,"I am a data-driven technical analyst with extensive experience optimizing workflows within the education sector, leveraging platforms like Workflow2000, Print2.0, and IntegrationHub.  My exceptional data analysis skills (proficiency level 9) allow me to identify key trends and deliver actionable business insights, directly contributing to improved efficiency and strategic decision-making.  I'm proficient in workflow automation (proficiency level 4) and eager to apply my expertise to projects requiring robust data analysis and process improvement.",Technical,"['Workflow2000', 'Print2.0', 'IntegrationHub']","{'Workflow Automation': 4, 'Data Analysis': 9}","['ITIL', 'Microsoft Azure Certification']","['Scripting', 'API Integration']",['Education'],London,onsite,"{'French': 'C2', 'Italian': 'C2'}",2025-05-28,40,7,6,8
E050,Corporate Trainer,"I am a seasoned HR professional with a strong background in digital HR solutions, specifically onboarding and employee experience platforms, and I'm eager to leverage my expertise in the healthcare sector.  My core strengths lie in crafting and delivering engaging employee training programs, and I possess excellent communication skills to ensure effective program adoption. I'm confident in my ability to contribute significantly to projects enhancing employee onboarding and overall experience within our organization.",HR,"['Onboarding Suite', 'Employee Experience Platform']","{'Digital HR': 10, 'Communication Skills': 7}","['PMP', 'HR Analytics Certification']","['Employee Experience Platforms', 'Organizational Development Systems']",['Healthcare'],Vienna,remote,"{'German': 'A2', 'Italian': 'C2'}",2025-06-12,40,9,2,1
E051,Customer Success Manager,"I am a seasoned sales professional with a proven track record of supporting post-sales success and client satisfaction within the education sector.  My expertise lies in leveraging CRM systems like Loyalty CRM and CRM Pro to cultivate strong client relationships and drive continued engagement, particularly through skillful negotiation and seamless CRM integration.  I'm confident in my ability to contribute significantly to projects requiring advanced CRM management and client retention strategies.",Sales,"['Loyalty CRM', 'CRM Pro']","{'Negotiation': 10, 'Customer Relationship Management': 4, 'CRM Integration': 9, 'Client Management': 7}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Sales Pipeline Automation'],['Education'],London,hybrid,{'French': 'A1'},2025-06-18,30,8,8,3
